,edgeid,coords
2000,"(1653465839, 1653465838)","[(1.7007317, 41.3560391), (1.7007623, 41.3556892), (1.7008277, 41.3551235)]"
2001,"(1653465839, 395310347)","[(1.7007317, 41.3560391), (1.7009692, 41.3559718), (1.7024558, 41.3552392)]"
2002,"(1653465839, 4051917935)","[(1.7007317, 41.3560391), (1.7008144, 41.3561364), (1.7015994, 41.3568421), (1.7019846, 41.3566154)]"
2003,"(1660262489, 1660262490)",
2004,"(1660262489, 933328567)",
2005,"(1660262489, 446285163)","[(1.6953377, 41.3391335), (1.6952406, 41.3392814), (1.6950238, 41.3396118), (1.694815, 41.3399591), (1.6947437, 41.3400776)]"
2006,"(1660262490, 1660262489)",
2007,"(1660262490, 1660262491)",
2008,"(1660262490, 1115784684)",
2009,"(1660262490, 1115784722)",
2010,"(1660262491, 395310306)",
2011,"(1660262491, 1650980501)",
2012,"(1660262491, 1660262490)",
2013,"(1660262491, 395310309)",
2014,"(1705261972, 4559295959)","[(1.6899786, 41.3492037), (1.6900436, 41.3492136), (1.6901097, 41.3492094), (1.6901715, 41.3491914)]"
2015,"(1705261972, 386507528)","[(1.6899786, 41.3492037), (1.6898308, 41.3492088), (1.6896178, 41.3492538)]"
2016,"(1705261972, 4592735246)","[(1.6899786, 41.3492037), (1.6899133, 41.3491768), (1.6898626, 41.3491357), (1.6898317, 41.3490848), (1.6898238, 41.3490292)]"
2017,"(1705261978, 2099886725)",
2018,"(1705261978, 361495257)","[(1.6877661, 41.3501545), (1.6867915, 41.3506163), (1.686528, 41.3507316), (1.6862539, 41.3508177), (1.686124, 41.3508478), (1.6859145, 41.3508859)]"
2019,"(1705261978, 2099886720)","[(1.6877661, 41.3501545), (1.6877312, 41.3500802), (1.6877431, 41.3499841), (1.6877774, 41.3499336)]"
2020,"(1705261986, 361495257)",
2021,"(1740127358, 1740127359)",
2022,"(1740127358, 5967575126)","[(1.6996252, 41.3441844), (1.6996487, 41.3441975), (1.6998079, 41.3442858)]"
2023,"(1740127358, 5967575118)","[(1.6996252, 41.3441844), (1.6991549, 41.3446618), (1.6991273, 41.3446924)]"
2024,"(1740127359, 1740127358)",
2025,"(1740127359, 1740127455)","[(1.6991386, 41.3439142), (1.6991132, 41.3439001), (1.6989423, 41.3438052)]"
2026,"(1740127359, 5967575119)","[(1.6991386, 41.3439142), (1.6986683, 41.3443916), (1.6986271, 41.3444396)]"
2027,"(1740127455, 1650980523)",
2028,"(1740127455, 1650980525)",
2029,"(1740127455, 1740127359)","[(1.6989423, 41.3438052), (1.6991132, 41.3439001), (1.6991386, 41.3439142)]"
2030,"(1740149956, 1653464734)",
2031,"(1740149956, 1653464791)",
2032,"(1740149956, 1653464788)","[(1.6951588, 41.3444014), (1.6949733, 41.3444821), (1.6947243, 41.344463), (1.6941527, 41.3444088)]"
2033,"(1743250066, 1770948777)",
2034,"(1743250066, 3224052401)","[(1.7218993, 41.350213), (1.7219895, 41.3501102), (1.7220407, 41.3500351), (1.7220631, 41.3499821), (1.722075, 41.3499223), (1.7220815, 41.3498689), (1.7220787, 41.3497388), (1.7220676, 41.3495971), (1.7220516, 41.3494368), (1.7220328, 41.3493078), (1.7220078, 41.349174), (1.7219734, 41.3490183), (1.7219258, 41.3488317), (1.7218688, 41.348647), (1.7217895, 41.3484338), (1.72169, 41.3481884), (1.7216004, 41.3479944), (1.7214584, 41.347741), (1.7213441, 41.3475496), (1.7212134, 41.3473577), (1.7211092, 41.3472165), (1.7209835, 41.3470574), (1.7208305, 41.3468709), (1.7207416, 41.3467663), (1.7205467, 41.3464676)]"
2035,"(1743250066, 1743250075)","[(1.7218993, 41.350213), (1.7219636, 41.3501735), (1.722041, 41.3501448), (1.7221106, 41.3501245), (1.7222308, 41.3501051), (1.7223537, 41.3501041), (1.7224744, 41.3501214), (1.7225881, 41.3501564), (1.7226588, 41.3501895), (1.7227229, 41.3502294), (1.7227748, 41.3502732), (1.7228293, 41.3503299)]"
2036,"(1743250071, 2710503457)","[(1.7229111, 41.3505171), (1.7229131, 41.3505923), (1.7228989, 41.3506668), (1.7228687, 41.3507385), (1.7228058, 41.350826)]"
2037,"(1743250071, 1743250075)","[(1.7229111, 41.3505171), (1.7228959, 41.350452), (1.7228684, 41.3503891), (1.7228293, 41.3503299)]"
2038,"(1743250071, 7981637598)","[(1.7229111, 41.3505171), (1.7229567, 41.3505758), (1.72299, 41.350614), (1.7230359, 41.3506564), (1.7230741, 41.3506873), (1.7231214, 41.3507158), (1.7231711, 41.3507418), (1.7232151, 41.3507602)]"
2039,"(1743250075, 1743250071)","[(1.7228293, 41.3503299), (1.7228684, 41.3503891), (1.7228959, 41.350452), (1.7229111, 41.3505171)]"
2040,"(1743250075, 1743250066)","[(1.7228293, 41.3503299), (1.7227748, 41.3502732), (1.7227229, 41.3502294), (1.7226588, 41.3501895), (1.7225881, 41.3501564), (1.7224744, 41.3501214), (1.7223537, 41.3501041), (1.7222308, 41.3501051), (1.7221106, 41.3501245), (1.722041, 41.3501448), (1.7219636, 41.3501735), (1.7218993, 41.350213)]"
2041,"(1743250075, 3002285749)","[(1.7228293, 41.3503299), (1.7227917, 41.3502741), (1.7227642, 41.35022), (1.722749, 41.3501646), (1.722655, 41.3497338), (1.7225498, 41.3494363), (1.7224877, 41.3492862), (1.7224104, 41.3491029), (1.7223262, 41.3489222), (1.7222349, 41.3487492), (1.7220058, 41.3483066), (1.7218774, 41.3480943), (1.7217453, 41.3478808), (1.721496, 41.3476094)]"
2042,"(1743250089, 2710503457)",
2043,"(1743250089, 1743250119)","[(1.7227868, 41.3508456), (1.7227288, 41.3508946), (1.7226621, 41.350937), (1.722588, 41.3509718), (1.7225123, 41.3509973), (1.7224327, 41.3510149), (1.7223507, 41.3510243), (1.7222677, 41.3510254), (1.7221853, 41.351018), (1.7221049, 41.3510024), (1.7219689, 41.3509538), (1.7218659, 41.3508908), (1.7217751, 41.3508063)]"
2044,"(1743250089, 1540621527)","[(1.7227868, 41.3508456), (1.7227438, 41.3509211), (1.7227116, 41.3509965), (1.7225906, 41.3514529), (1.7224426, 41.3520048), (1.7222706, 41.3525522), (1.7221415, 41.3530143), (1.7220301, 41.3534519), (1.7219018, 41.3536988)]"
2045,"(1743250109, 1770948776)",
2046,"(1743250109, 1743250119)",
2047,"(1743250109, 1910682967)","[(1.72172, 41.3507203), (1.7215402, 41.350787), (1.7214651, 41.3508111), (1.7213949, 41.3508495), (1.7213618, 41.350884), (1.7213392, 41.3509238), (1.7213234, 41.3509655), (1.7213192, 41.3510072), (1.7213284, 41.3510565), (1.7213524, 41.3511013), (1.721399, 41.3511467), (1.7214699, 41.3512021), (1.7215255, 41.3512539), (1.7215604, 41.3513019), (1.7215885, 41.351358), (1.7216087, 41.3514247), (1.7216209, 41.3515242), (1.721622, 41.3516708)]"
2048,"(1743250119, 1743250109)",
2049,"(1743250119, 1743250089)","[(1.7217751, 41.3508063), (1.7218659, 41.3508908), (1.7219689, 41.3509538), (1.7221049, 41.3510024), (1.7221853, 41.351018), (1.7222677, 41.3510254), (1.7223507, 41.3510243), (1.7224327, 41.3510149), (1.7225123, 41.3509973), (1.722588, 41.3509718), (1.7226621, 41.350937), (1.7227288, 41.3508946), (1.7227868, 41.3508456)]"
2050,"(1765432221, 1765432224)","[(1.7167116, 41.3658117), (1.7168808, 41.3658475), (1.7170264, 41.3659214), (1.7171338, 41.3660258), (1.717192, 41.3661503), (1.7171953, 41.3662822)]"
2051,"(1765432221, 2197679015)","[(1.7167116, 41.3658117), (1.716579, 41.3658122), (1.7164503, 41.3658363)]"
2052,"(1765432221, 1540591263)","[(1.7167116, 41.3658117), (1.7169738, 41.3657097), (1.7179597, 41.3652606), (1.7186933, 41.3649458), (1.7190405, 41.3647744), (1.7193658, 41.3646002), (1.7195741, 41.3645319)]"
2053,"(1765432224, 1765432226)",
2054,"(1765432224, 1765432221)","[(1.7171953, 41.3662822), (1.717192, 41.3661503), (1.7171338, 41.3660258), (1.7170264, 41.3659214), (1.7168808, 41.3658475), (1.7167116, 41.3658117)]"
2055,"(1765432224, 1540591263)","[(1.7171953, 41.3662822), (1.7172771, 41.3662048), (1.7173264, 41.3661746), (1.7177632, 41.3659236), (1.7182581, 41.3655729), (1.7189455, 41.3650487), (1.7193219, 41.3647785), (1.719512, 41.3646372), (1.7195741, 41.3645319)]"
2056,"(1765432226, 1765432224)",
2057,"(1765432226, 2197679025)","[(1.7171704, 41.3663346), (1.7171839, 41.3664544), (1.7172269, 41.3665585), (1.7172972, 41.3666478), (1.7173822, 41.3667145)]"
2058,"(1770948776, 1743250109)",
2059,"(1770948776, 312213121)","[(1.7216902, 41.3506307), (1.7216155, 41.350532), (1.7215757, 41.3504893), (1.7215188, 41.3504407), (1.7214531, 41.3504032), (1.7213356, 41.3503575), (1.7211395, 41.3502965)]"
2060,"(1770948776, 1770948777)","[(1.7216902, 41.3506307), (1.7216822, 41.350533), (1.721699, 41.3504621), (1.72173, 41.3503885), (1.7217642, 41.3503364), (1.7218257, 41.3502647)]"
2061,"(1770948777, 1743250066)",
2062,"(1770948777, 312213121)","[(1.7218257, 41.3502647), (1.7217259, 41.3503331), (1.721668, 41.3503536), (1.7216089, 41.3503602), (1.7215427, 41.3503569), (1.7213492, 41.3503154), (1.7211395, 41.3502965)]"
2063,"(1770948777, 1770948776)","[(1.7218257, 41.3502647), (1.7217642, 41.3503364), (1.72173, 41.3503885), (1.721699, 41.3504621), (1.7216822, 41.350533), (1.7216902, 41.3506307)]"
2064,"(1780511969, 361495248)",
2065,"(1780511969, 1162512125)","[(1.6969824, 41.3457668), (1.6970955, 41.3456879), (1.6973595, 41.3454896)]"
2066,"(1780511969, 1780511970)","[(1.6969824, 41.3457668), (1.6971196, 41.3457424), (1.6974642, 41.3456811)]"
2067,"(1780511970, 1780511969)","[(1.6974642, 41.3456811), (1.6971196, 41.3457424), (1.6969824, 41.3457668)]"
2068,"(1780511970, 1653464934)","[(1.6974642, 41.3456811), (1.6974933, 41.3457239), (1.6976206, 41.3459108)]"
2069,"(1780511970, 1162512125)","[(1.6974642, 41.3456811), (1.697374, 41.3455161), (1.6973595, 41.3454896)]"
2070,"(1783087202, 1783087224)","[(1.665669, 41.3458615), (1.6654431, 41.3455404), (1.6653756, 41.3454119), (1.6653081, 41.3452693), (1.6652227, 41.3449671), (1.6651616, 41.3447013), (1.6651376, 41.3445715), (1.665123, 41.3444751), (1.6651219, 41.3443898), (1.6651243, 41.3443038), (1.6651314, 41.3442178), (1.665224, 41.3434707)]"
2071,"(1783087202, 2099886665)","[(1.665669, 41.3458615), (1.6658082, 41.3458228), (1.6664061, 41.3456453), (1.6667742, 41.345571), (1.6670285, 41.3455334), (1.6673359, 41.3454867), (1.6676231, 41.3454278), (1.6688694, 41.345043)]"
2072,"(1783087224, 2201681596)","[(1.665224, 41.3434707), (1.6652328, 41.3431818), (1.6652447, 41.3428938), (1.6652404, 41.3423483), (1.6652637, 41.3419919), (1.665258, 41.3418972), (1.6652305, 41.3417964)]"
2073,"(1783087224, 1783087202)","[(1.665224, 41.3434707), (1.6651314, 41.3442178), (1.6651243, 41.3443038), (1.6651219, 41.3443898), (1.665123, 41.3444751), (1.6651376, 41.3445715), (1.6651616, 41.3447013), (1.6652227, 41.3449671), (1.6653081, 41.3452693), (1.6653756, 41.3454119), (1.6654431, 41.3455404), (1.665669, 41.3458615)]"
2074,"(1783087224, 2099886665)","[(1.665224, 41.3434707), (1.6653557, 41.3435723), (1.6658096, 41.3438299), (1.6667032, 41.3443256), (1.6670038, 41.3444328), (1.6676765, 41.3447431), (1.6686235, 41.3449857), (1.6688694, 41.345043)]"
2075,"(1805418195, 8128870291)","[(1.7133594, 41.3634855), (1.712744, 41.3629054), (1.7125139, 41.3626801), (1.7122183, 41.3623907), (1.7121059, 41.3622756)]"
2076,"(1805418195, 1805418225)","[(1.7133594, 41.3634855), (1.713299, 41.3636041), (1.7134707, 41.3640064), (1.7135028, 41.3640661), (1.7138342, 41.3646084), (1.7141464, 41.3652742), (1.7143793, 41.3658658)]"
2077,"(1805418195, 2202285615)","[(1.7133594, 41.3634855), (1.7138313, 41.3639276), (1.7143185, 41.3643652), (1.7147102, 41.3647062), (1.7151419, 41.3650647)]"
2078,"(1805418225, 1805418195)","[(1.7143793, 41.3658658), (1.7141464, 41.3652742), (1.7138342, 41.3646084), (1.7135028, 41.3640661), (1.7134707, 41.3640064), (1.713299, 41.3636041), (1.7133594, 41.3634855)]"
2079,"(1805418225, 2201745233)","[(1.7143793, 41.3658658), (1.7151954, 41.3655384), (1.7155685, 41.3654115)]"
2080,"(1839758438, 4557494478)","[(1.693902, 41.3410376), (1.6938752, 41.34106), (1.6938561, 41.3410865), (1.6938459, 41.3411156)]"
2081,"(1839758438, 386583476)","[(1.693902, 41.3410376), (1.6920488, 41.3398371), (1.6920408, 41.3398319)]"
2082,"(1839758438, 4557494590)","[(1.693902, 41.3410376), (1.6939438, 41.3410175), (1.6939916, 41.3410073), (1.6940413, 41.3410081)]"
2083,"(1909170934, 1909170953)","[(1.7120218, 41.3315291), (1.7120215, 41.3315712), (1.712006, 41.3316268), (1.7119716, 41.3316774), (1.7119207, 41.3317194)]"
2084,"(1909170934, 2710498376)","[(1.7120218, 41.3315291), (1.712043, 41.3314285), (1.7120802, 41.3313476), (1.7121413, 41.331273)]"
2085,"(1909170934, 2710498383)","[(1.7120218, 41.3315291), (1.712002, 41.3314758), (1.7119642, 41.331424), (1.711889, 41.331374), (1.7118143, 41.3313518), (1.7117403, 41.3313418)]"
2086,"(1909170942, 2710498376)","[(1.7139692, 41.3321067), (1.7137343, 41.3318353), (1.7136104, 41.331672), (1.713401, 41.3314383), (1.713279, 41.3313198), (1.7131903, 41.3312436), (1.7131268, 41.3311984), (1.7130567, 41.3311553), (1.7129906, 41.3311255), (1.7129136, 41.3310957), (1.7128098, 41.3310711), (1.7127209, 41.331061), (1.7126127, 41.331065), (1.7125177, 41.3310779), (1.7124326, 41.3310993), (1.7123457, 41.3311361), (1.712277, 41.3311776), (1.7121413, 41.331273)]"
2087,"(1909170942, 367878914)","[(1.7139692, 41.3321067), (1.713558, 41.3314792), (1.7134183, 41.3313015), (1.7132678, 41.3311183), (1.713102, 41.330915), (1.7129882, 41.3307754), (1.7129135, 41.330692)]"
2088,"(1909170942, 3224052401)","[(1.7139692, 41.3321067), (1.7140778, 41.3323118), (1.714188, 41.3325433), (1.7143169, 41.3328513), (1.7144752, 41.3332325), (1.7146003, 41.3335242), (1.7148855, 41.3341073), (1.7152409, 41.3346755), (1.7154928, 41.3350392), (1.7161208, 41.3359336), (1.7162341, 41.3360955), (1.7165575, 41.3365908), (1.7168654, 41.337085), (1.7171459, 41.3375938), (1.7174645, 41.3382253), (1.7176631, 41.3386502), (1.7178411, 41.3390773), (1.7180651, 41.3396838), (1.7182844, 41.3403735), (1.7184596, 41.3410614), (1.7185996, 41.3417589), (1.718701, 41.3423189), (1.7188013, 41.3429655), (1.7189284, 41.343617), (1.7190573, 41.3440689), (1.7191636, 41.3443516), (1.7192807, 41.3446319), (1.7195759, 41.3451957), (1.719887, 41.3456545), (1.7199638, 41.3457674), (1.7203556, 41.3462511), (1.7205467, 41.3464676)]"
2089,"(1909170953, 367878887)","[(1.7119207, 41.3317194), (1.7118569, 41.3317499), (1.7117846, 41.3317667), (1.711709, 41.3317686), (1.7116354, 41.3317555), (1.711569, 41.3317283), (1.7115399, 41.3317074)]"
2090,"(1909170953, 1909170934)","[(1.7119207, 41.3317194), (1.7119716, 41.3316774), (1.712006, 41.3316268), (1.7120215, 41.3315712), (1.7120218, 41.3315291)]"
2091,"(1909170953, 1543088986)","[(1.7119207, 41.3317194), (1.7121142, 41.3317777), (1.7121723, 41.3317841), (1.7122305, 41.3317867), (1.7123147, 41.3317796), (1.7123908, 41.3317605), (1.7125144, 41.3317421), (1.7126521, 41.3317343), (1.7128004, 41.3317038), (1.7128816, 41.3316992), (1.7129629, 41.3317026), (1.7131153, 41.3317283), (1.7132432, 41.3317711), (1.7133304, 41.3318129), (1.7134041, 41.3318548), (1.7134834, 41.3319108), (1.7135547, 41.3319688), (1.7136105, 41.3320386), (1.7136528, 41.3321084), (1.7136946, 41.3321855), (1.713715, 41.3322736), (1.7137407, 41.3323789), (1.7137566, 41.3325854), (1.713768, 41.3327272), (1.713767, 41.332788), (1.7137552, 41.3328528), (1.7137054, 41.3330201), (1.7136409, 41.3331853), (1.7135733, 41.333311), (1.7135241, 41.3333885), (1.7135211, 41.3334239), (1.7135423, 41.3334553), (1.7138337, 41.3336987), (1.7142061, 41.3340387), (1.7143581, 41.3341997), (1.7145298, 41.3344771), (1.7146574, 41.334651), (1.7147902, 41.3347908), (1.715025, 41.334999), (1.7152334, 41.3352019)]"
2092,"(1910682967, 1743250109)","[(1.721622, 41.3516708), (1.7216209, 41.3515242), (1.7216087, 41.3514247), (1.7215885, 41.351358), (1.7215604, 41.3513019), (1.7215255, 41.3512539), (1.7214699, 41.3512021), (1.721399, 41.3511467), (1.7213524, 41.3511013), (1.7213284, 41.3510565), (1.7213192, 41.3510072), (1.7213234, 41.3509655), (1.7213392, 41.3509238), (1.7213618, 41.350884), (1.7213949, 41.3508495), (1.7214651, 41.3508111), (1.7215402, 41.350787), (1.72172, 41.3507203)]"
2093,"(2069802988, 1643654416)",
2094,"(2069802988, 2181730368)","[(1.7364054, 41.349393), (1.7359715, 41.3488877), (1.7358773, 41.34876)]"
2095,"(2080093833, 386583601)","[(1.6904268, 41.347515), (1.690451, 41.3475384), (1.6904673, 41.3475655)]"
2096,"(2080093833, 386507701)","[(1.6904268, 41.347515), (1.6904013, 41.3474991), (1.690372, 41.3474872)]"
2097,"(2080093833, 2197594015)","[(1.6904268, 41.347515), (1.6904922, 41.3473376), (1.6905603, 41.3471318), (1.6907248, 41.3464744), (1.6908082, 41.3458995)]"
2098,"(2080093835, 2197594988)","[(1.6901769, 41.3476809), (1.6900856, 41.3477168), (1.6899377, 41.3478674), (1.6898019, 41.3481215), (1.6896357, 41.3485292), (1.6895757, 41.3486849)]"
2099,"(2080093835, 386507701)","[(1.6901769, 41.3476809), (1.6901504, 41.347645), (1.6901408, 41.3476045), (1.6901491, 41.3475638), (1.6901746, 41.3475274), (1.6902143, 41.3474991), (1.6902642, 41.347482), (1.6903187, 41.3474779), (1.690372, 41.3474872)]"
2100,"(2080093835, 386508023)","[(1.6901769, 41.3476809), (1.690213, 41.3477063), (1.6902573, 41.3477226)]"
2101,"(2087557090, 386585854)",
2102,"(2087557090, 1540591175)","[(1.7068799, 41.3569746), (1.7069928, 41.3571144), (1.707243, 41.3573927)]"
2103,"(2087557090, 7141602088)","[(1.7068799, 41.3569746), (1.7069732, 41.3569782), (1.7070481, 41.3569679), (1.7071155, 41.3569432), (1.7071254, 41.3568997)]"
2104,"(2099825195, 2099825268)","[(1.7062676, 41.3268061), (1.7066471, 41.3273137), (1.7069973, 41.3276408), (1.7072069, 41.3278196), (1.707443, 41.328006), (1.7076379, 41.3281408), (1.7077237, 41.3281825), (1.7078171, 41.3282106), (1.7083943, 41.3283649), (1.7088732, 41.3284882), (1.7089633, 41.328521), (1.7091092, 41.3286046), (1.709424, 41.328825), (1.7098126, 41.3291122), (1.7101706, 41.3293639), (1.7103201, 41.3294401), (1.7104616, 41.3294919), (1.7108508, 41.3295962), (1.7109505, 41.3296284), (1.7110394, 41.3296605), (1.7112075, 41.3297381), (1.7117031, 41.3299665), (1.7117699, 41.3300172), (1.7118313, 41.33008), (1.7118725, 41.3301488), (1.7119056, 41.3302176), (1.7119468, 41.3303887), (1.7119565, 41.3304738), (1.7119555, 41.3305629), (1.7119532, 41.330607), (1.7119461, 41.3306475), (1.711917, 41.3307072), (1.711875, 41.3307661), (1.7118374, 41.3308178), (1.7117892, 41.3308695), (1.7117075, 41.3309268), (1.7116164, 41.3309824), (1.7114839, 41.3310537), (1.7114179, 41.3310926), (1.7114001, 41.3311077), (1.7113804, 41.3311251), (1.7113649, 41.3311442), (1.7113546, 41.3311663), (1.7113428, 41.3312119), (1.7113415, 41.3312408), (1.7113473, 41.3312706)]"
2105,"(2099825195, 4060051268)","[(1.7062676, 41.3268061), (1.7061694, 41.3266), (1.7060898, 41.3263342), (1.7060139, 41.3260875), (1.7059237, 41.3258659), (1.7058264, 41.3256882), (1.7057681, 41.3255383), (1.7057415, 41.3253844), (1.7057369, 41.3251396)]"
2106,"(2099825195, 2099825219)","[(1.7062676, 41.3268061), (1.7060657, 41.3269278), (1.7057667, 41.327185), (1.7053466, 41.3274624), (1.7053043, 41.3274929), (1.7052667, 41.3275342), (1.7052221, 41.3275902), (1.705187, 41.3276534), (1.7051651, 41.3277936), (1.7051502, 41.3279741), (1.7051083, 41.3283267)]"
2107,"(2099825219, 2099844744)","[(1.7051083, 41.3283267), (1.7049475, 41.3283815), (1.7046243, 41.3286298), (1.7041264, 41.3289247), (1.7039397, 41.3291083)]"
2108,"(2099825219, 2099825195)","[(1.7051083, 41.3283267), (1.7051502, 41.3279741), (1.7051651, 41.3277936), (1.705187, 41.3276534), (1.7052221, 41.3275902), (1.7052667, 41.3275342), (1.7053043, 41.3274929), (1.7053466, 41.3274624), (1.7057667, 41.327185), (1.7060657, 41.3269278), (1.7062676, 41.3268061)]"
2109,"(2099825219, 2099825234)","[(1.7051083, 41.3283267), (1.7051152, 41.3284079), (1.7051649, 41.3285462), (1.7052239, 41.328764), (1.7052728, 41.3290601), (1.705278, 41.3291637), (1.7052499, 41.3292245), (1.7051918, 41.3292606), (1.7051195, 41.3292932)]"
2110,"(2099825234, 2099825219)","[(1.7051195, 41.3292932), (1.7051918, 41.3292606), (1.7052499, 41.3292245), (1.705278, 41.3291637), (1.7052728, 41.3290601), (1.7052239, 41.328764), (1.7051649, 41.3285462), (1.7051152, 41.3284079), (1.7051083, 41.3283267)]"
2111,"(2099825234, 2099844744)","[(1.7051195, 41.3292932), (1.7040779, 41.3291255), (1.7039397, 41.3291083)]"
2112,"(2099825234, 2923012070)","[(1.7051195, 41.3292932), (1.7058364, 41.3294174), (1.70706, 41.32974), (1.7074317, 41.3298443), (1.7075489, 41.3299101), (1.7075849, 41.329957), (1.707567, 41.3300197), (1.7070985, 41.3304108)]"
2113,"(2099825247, 2099825288)","[(1.7061821, 41.3301006), (1.7061823, 41.3301701), (1.7061747, 41.3302262), (1.7061469, 41.3302768), (1.7061073, 41.3303113), (1.7060524, 41.3303459), (1.705871, 41.3304361), (1.7053743, 41.3306657), (1.7052972, 41.3307244), (1.7052616, 41.330779), (1.7052401, 41.330848), (1.7052186, 41.3309371), (1.7051971, 41.3309802), (1.7051391, 41.3310603), (1.7050912, 41.3311297), (1.705028, 41.3311856), (1.7049424, 41.3312917), (1.7049044, 41.3313714), (1.7048716, 41.3314875), (1.7048443, 41.331716), (1.7048565, 41.3317912), (1.7048763, 41.3318616), (1.7049212, 41.3319602), (1.7051189, 41.3322505)]"
