,lat,lon,value,node,ndist
0,41.372,1.6638,0.0,1705261989,2739.4615889155098
1,41.372,1.6645,0.00055453394467134,1705261989,2703.7839793537487
2,41.372,1.6653,0.0011360648515168663,1705261989,2663.993386531851
3,41.372,1.666,0.0017181985326015095,1705261989,2630.073274162642
4,41.372,1.6668,0.0022991130738082197,1705261989,2592.3762381452298
5,41.372,1.6675,0.0028767768095076867,1705261989,2560.364403409312
6,41.372,1.6683,0.0034489417250936857,1705261989,2524.9378580669904
7,41.372,1.669,0.004013140033728836,1705261989,2494.992817516938
8,41.372,1.6697,0.004571638986921425,1705261989,2466.068308827908
9,41.372,1.6705,0.005123535244180494,1705261989,2434.307965564396
10,41.372,1.6712,0.005659910921588056,1705261989,2407.69301818872
11,41.372,1.672,0.00621843728324441,1705261989,2378.6685800217238
12,41.372,1.6727,0.00680699429656512,1705261989,2354.5320695470996
13,41.372,1.6735,0.007384775406848367,1705261989,2328.4363823514855
14,41.372,1.6742,0.007950779896931064,1705261989,2306.945966847567
15,41.372,1.6749,0.008506505768334009,1705261989,2286.746416481782
16,41.372,1.6757,0.00905948870279512,1705261989,2265.2860640957892
17,41.372,1.6764,0.009679199540911633,1705261989,2247.9673231432507
18,41.372,1.6772,0.010271009829457771,1705261989,2229.884535414277
19,41.372,1.6779,0.010830906655538439,1705261989,2215.591981713145
20,41.372,1.6787,0.011355060850108156,1705261989,2201.0433801452823
21,41.372,1.6794,0.011872408682037736,1705261989,2189.9044280221033
22,41.372,1.6801,0.012405285761485885,1705261989,2180.2744365185827
23,41.372,1.6809,0.012975934237765982,1705261989,2171.142051840785
24,41.372,1.6816,0.013554911598125325,1705261989,2164.809386157267
25,41.372,1.6824,0.014143212269189713,1705261989,2159.485365928156
26,41.372,1.6831,0.01471310652835443,386583537,2122.5726338739605
27,41.372,1.6839,0.015258766161601624,386583537,2077.944018968379
28,41.372,1.6846,0.015839057631034735,386583537,2039.8857170452518
29,41.372,1.6853,0.01645131122672291,386583537,2002.8083642232755
30,41.372,1.6861,0.01702361505824802,386583537,1961.7066938990367
31,41.372,1.6868,0.01759552783484506,386583537,1926.9214342055993
32,41.372,1.6876,0.018253328815826378,386583537,1888.595464627987
33,41.372,1.6883,0.01896991855588568,386583537,1856.3812499812177
34,41.372,1.6891,0.019840235242191574,386583537,1821.1624768440806
35,41.372,1.6898,0.0207046610675471,386583537,1791.8193935006725
36,41.372,1.6905,0.021522908595217365,386583537,1763.9234460162977
37,41.372,1.6913,0.0224450527100103,386583537,1733.9038020032635
38,41.372,1.692,0.023357273103007076,386583537,1709.344036383295
39,41.372,1.6928,0.02421617312301244,386583537,1683.3206207884798
40,41.372,1.6935,0.025012551206594992,386583537,1662.4164364417406
41,41.372,1.6943,0.0258564428221488,386583537,1640.748150170493
42,41.372,1.695,0.026903732731389806,386583537,1623.8041888574307
43,41.372,1.6957,0.027921140741135133,386583537,1608.804154604299
44,41.372,1.6965,0.02898349857080066,386583537,1594.111646515066
45,41.372,1.6972,0.030175244685614538,386583537,1583.4545024666734
46,41.372,1.698,0.031478864797016295,386583537,1573.8437348073467
47,41.372,1.6987,0.0327654541385078,386583537,1567.7199294310785
48,41.372,1.6995,0.03395668042945849,2197679013,1543.2008541411715
49,41.372,1.7002,0.03503256260835183,2197679013,1491.3198557993815
50,41.372,1.7009,0.03597252372883518,2197679013,1439.9393547278341
51,41.372,1.7017,0.03675587557907176,2197679013,1381.9032275282236
52,41.372,1.7024,0.037362478982200846,2197679013,1331.7922777028505
53,41.372,1.7032,0.03777374363461379,2197679013,1275.3880447674285
54,41.372,1.7039,0.03797422892882955,2197679013,1226.8873270092402
55,41.372,1.7047,0.03806228463528958,2197679013,1172.5652714601595
56,41.372,1.7054,0.03812225071780109,2197679013,1126.1309302452955
57,41.372,1.7061,0.038260992260263645,2197679013,1080.8592994702258
58,41.372,1.7069,0.038577761991906614,2197679013,1030.7403880986371
59,41.372,1.7076,0.03879135834435314,2197679013,988.5015977122822
60,41.372,1.7084,0.03891173279533931,2197679013,942.3466135373326
61,41.372,1.7091,0.03913785717597367,2197679013,904.0743934647572
62,41.372,1.7099,0.03935253532429408,2197679025,857.4731312428532
63,41.372,1.7106,0.0394762589596681,2197679025,815.9218196293065
64,41.372,1.7113,0.039424234673888774,2197679025,776.5442386108306
65,41.372,1.7121,0.03919936296965384,2197679025,734.6506399018637
66,41.372,1.7128,0.038804280967078594,2197679025,701.1615992549212
67,41.372,1.7136,0.038441371175443294,2197679025,667.1062530042792
68,41.372,1.7143,0.038110671084591055,2197679025,641.5374230411968
69,41.372,1.715,0.03768086175974901,2197679025,620.4305532229622
70,41.372,1.7158,0.03713289503156381,2197679025,602.3694756721026
71,41.372,1.7165,0.03660523023000265,2197679025,592.3143407417315
72,41.372,1.7173,0.03593190826497694,2197679025,587.7616425573807
73,41.372,1.718,0.035125832641804564,2197679025,589.978413426106
74,41.372,1.7188,0.0342098007193747,2197679025,599.5119305638075
75,41.372,1.7195,0.03320206590076847,2197679025,613.7172162770113
76,41.372,1.7202,0.03211768937613057,2197679025,633.014519635078
77,41.372,1.721,0.03115469387487416,2197679025,660.7262352728345
78,41.372,1.7217,0.0303091192715841,2197679025,689.3774041134488
79,41.372,1.7225,0.029382946416208436,2197679025,726.5022625978964
80,41.372,1.7232,0.02827750067989004,2197679025,762.3064158742469
81,41.372,1.724,0.026999392110138232,2197679025,806.4663416867814
82,41.372,1.7247,0.025844258984180007,2197679025,847.5358288471596
83,41.372,1.7254,0.02469688190303418,2197679025,890.5449432291074
84,41.372,1.7262,0.023497059407815747,2197679025,941.7318799695388
85,41.372,1.7269,0.022303598980496463,2197679025,988.0464236227733
86,41.372,1.7277,0.02109119942491913,2197679025,1042.4667521540077
87,41.372,1.7284,0.01989236200764444,2197679025,1091.2090622580201
88,41.372,1.7292,0.018774926873056208,2197679025,1148.0204562230124
89,41.372,1.7299,0.017647071863162743,1540591263,1196.7039257189099
90,41.372,1.7306,0.01651680838383479,1540591263,1239.4285103398831
