7.196948656780327927e-03,7.897570915639969685e-03,8.617693602336039607e-03,9.357254591898754581e-03,1.014520486543757198e-02,1.095407913196080538e-02,1.178264307003444936e-02,1.263236963017031964e-02,1.350329860607277221e-02,1.440542805381262934e-02,1.531728858561143616e-02,1.623231294712898509e-02,1.714261232802430368e-02,1.808047968949134596e-02,1.902727937930452987e-02,1.995700877071766854e-02,2.086618725500284308e-02,2.175453048433649214e-02,2.262881526435093008e-02,2.347237070384545002e-02,2.431993442254671081e-02,2.514861517825583981e-02,2.601038257887116484e-02,2.683772097890153516e-02,2.765152258161206189e-02,2.851870753727598143e-02,2.933122335769314248e-02,3.007941095345915278e-02,3.078531592690644456e-02,3.157591710742175400e-02,3.229144342523551647e-02,3.291393369835080018e-02,3.343138258829845416e-02,3.401920104027410241e-02,3.451495124207405729e-02,3.488669060574140640e-02,3.528364739238709635e-02,3.561061733970662113e-02,3.605056085285152090e-02,3.663445260613602122e-02,3.723846909578021336e-02,3.773708496629529785e-02,3.819328463142662028e-02,3.848733998378676274e-02,3.861563845762931019e-02,3.870716229230578009e-02,3.868556020649711186e-02,3.849561682122364104e-02,3.814275460462651646e-02,3.764493082356003967e-02,3.709341941683551996e-02,3.643537439660270855e-02,3.565463211649602671e-02,3.476623151092005787e-02,3.382836339838012074e-02,3.282151136572065281e-02,3.174969866265166946e-02,3.062747742402043699e-02,2.924792584470696857e-02,2.789453273962343854e-02,2.658014967820513524e-02,2.531451787904164322e-02,2.410675319638096864e-02,2.300633771055607055e-02,2.198109291028436246e-02,2.105130379862202306e-02,2.011240139467766058e-02,1.918075119689672745e-02,1.828894279119941749e-02,1.739713325838351810e-02,1.652850469219574112e-02,1.571093672231764493e-02,1.491118795417106097e-02,1.411518405212202829e-02,1.336389430453989620e-02,1.263896530052551620e-02,1.191809725441032516e-02,1.122071342429361435e-02,1.056407771007776032e-02,9.911699855703670625e-03,9.283434044054147613e-03,8.660694929885862786e-03,8.068043008587042972e-03,7.488766391304107171e-03,6.932217796770505543e-03,6.388635239793531533e-03,5.858224001499756466e-03,5.337497168942288185e-03,4.822660612391571795e-03,4.314513426826398733e-03,3.825367421723414527e-03,3.352117529254206810e-03,2.890553660745479730e-03,2.445302093358529133e-03,2.011718679380135929e-03,1.584169670344322657e-03,1.164765626373760049e-03,7.655385512328082747e-04,3.787013033344458369e-04,0.000000000000000000e+00
7.737953367034786784e-03,8.475747093605693130e-03,9.235984599351990815e-03,1.001851712149818587e-02,1.083811449092875537e-02,1.169874418331864722e-02,1.258346720777765888e-02,1.349175913054052010e-02,1.442412947021947008e-02,1.538357778636291126e-02,1.637236528935491833e-02,1.736816955975142851e-02,1.836051201813523881e-02,1.933802026896849421e-02,2.035001880904057855e-02,2.135645879808514142e-02,2.234202593096710002e-02,2.330474657232707927e-02,2.425286057576414578e-02,2.517741205991040274e-02,2.606600111768447858e-02,2.695411246987641785e-02,2.784034353745705112e-02,2.875523106379062471e-02,2.961879565277591997e-02,3.054530870532426792e-02,3.145275593483210647e-02,3.229304837757147884e-02,3.305463193924269849e-02,3.387956404107680952e-02,3.469191071139002269e-02,3.540392918389823756e-02,3.600095939360080377e-02,3.651286795987077755e-02,3.702210479037995605e-02,3.747609843490116999e-02,3.794384889054681215e-02,3.846060574231505158e-02,3.895514096077025423e-02,3.963538015818050819e-02,4.031374459222830664e-02,4.083257411007033821e-02,4.134088434729653316e-02,4.166416118018881343e-02,4.182248817186083600e-02,4.197907996787136886e-02,4.194005131101562894e-02,4.170793957282037390e-02,4.128925033915107484e-02,4.069771414358454298e-02,4.006716939173311787e-02,3.930198292557839090e-02,3.839874392798024727e-02,3.737536200189740809e-02,3.630604433204380477e-02,3.514914606448844153e-02,3.390693744482734667e-02,3.259144492209781196e-02,3.121634777428468691e-02,2.975123927974141977e-02,2.833678165104371038e-02,2.701450022398818943e-02,2.572203590320870994e-02,2.457521466121796033e-02,2.353242497579547191e-02,2.251498085006024830e-02,2.149088157727038068e-02,2.049147274076464770e-02,1.952465772957093573e-02,1.858429078702776224e-02,1.765978374130003359e-02,1.679524966765493302e-02,1.593512953844839972e-02,1.509945784226506167e-02,1.431956112342570343e-02,1.354328842517862549e-02,1.277305374259598246e-02,1.205839804195700873e-02,1.136388269735133690e-02,1.069060557800457535e-02,1.002239484895647154e-02,9.371910990990500387e-03,8.760536866715564960e-03,8.166112080211632152e-03,7.584606615515525514e-03,7.013741539059130219e-03,6.457073421128041099e-03,5.906611597443042067e-03,5.363297935384662464e-03,4.840440762469954902e-03,4.335372912281450566e-03,3.837253393860442195e-03,3.363355821036992030e-03,2.901784416576733746e-03,2.446716819780530173e-03,2.007542447413628028e-03,1.583018554185636022e-03,1.172069877234360648e-03,7.698932644352493148e-04,3.762152387389898424e-04
8.281990664228612575e-03,9.053626524735694514e-03,9.855215408207829153e-03,1.068253910704553174e-02,1.153550248067684338e-02,1.244763365904793910e-02,1.339114108669543779e-02,1.436267537284834257e-02,1.536379865641198696e-02,1.639031715231163353e-02,1.745206051449768939e-02,1.853861943919426700e-02,1.962399173738641270e-02,2.069023153785261651e-02,2.173232370957461565e-02,2.280792442424759564e-02,2.387405762951317484e-02,2.492026290621998999e-02,2.594528555609663598e-02,2.695992192491395920e-02,2.793985596066155680e-02,2.887633326858248667e-02,2.980520779976899431e-02,3.076481031123239063e-02,3.172529418551194719e-02,3.267005146098484608e-02,3.368469152796042115e-02,3.462981095556127292e-02,3.549220986402928241e-02,3.631098478140372399e-02,3.723553596990285264e-02,3.805265963104871585e-02,3.874445791442990283e-02,3.932978096244088562e-02,3.982114570395061531e-02,4.025326205585855188e-02,4.083611047272878158e-02,4.153826922156393653e-02,4.209490588559934576e-02,4.288777180818844487e-02,4.365011272057031655e-02,4.420668714820779471e-02,4.475067920399294907e-02,4.510541918627938851e-02,4.537469106727983620e-02,4.553788775230779157e-02,4.547584771621665523e-02,4.519133198993452449e-02,4.469196775958356183e-02,4.399012743642113227e-02,4.325937247983868694e-02,4.236302440610671682e-02,4.130972065393331144e-02,4.012577538134062122e-02,3.888829859023697211e-02,3.754388075903954125e-02,3.609766436778857890e-02,3.470663573103455884e-02,3.321039485267277686e-02,3.163327832681357005e-02,3.019906495523841383e-02,2.875772360213947609e-02,2.744703034748582904e-02,2.624142450862962384e-02,2.514175870291918136e-02,2.403023245699975260e-02,2.291465326680549447e-02,2.184423483830220600e-02,2.082588605629314207e-02,1.982250302320371846e-02,1.884121334559435076e-02,1.791095245200211017e-02,1.699502156849809487e-02,1.613860974952544339e-02,1.530181945940981524e-02,1.447077971195417402e-02,1.366899808590911480e-02,1.293011214934597537e-02,1.220732533519557246e-02,1.148938571818096561e-02,1.077940226193193664e-02,1.012828957082365262e-02,9.492665608536069582e-03,8.869694101359551844e-03,8.254031188104950234e-03,7.658025339632144185e-03,7.068510987087975664e-03,6.486605925582387966e-03,5.926738525434117194e-03,5.386812143878040061e-03,4.854345849319673112e-03,4.342794686570787717e-03,3.850642051521063064e-03,3.365495900427207220e-03,2.905467988493729697e-03,2.453286651444255579e-03,2.016008835099528280e-03,1.588201465567984144e-03,1.170123898983764076e-03,7.733130457491972642e-04
8.854215182021727901e-03,9.628893041359026794e-03,1.047283113654195498e-02,1.134615593482576207e-02,1.224912447308374071e-02,1.319693023869598220e-02,1.420127156589915361e-02,1.523963179021458648e-02,1.631150854593075086e-02,1.741989961800810907e-02,1.855599291801341560e-02,1.973710150627637841e-02,2.093105981880752711e-02,2.209673674883589484e-02,2.321337043656580834e-02,2.432607243221275584e-02,2.545419274606068594e-02,2.659158102895568115e-02,2.771059579476595550e-02,2.881688678708710372e-02,2.989993300826910422e-02,3.093988356721036684e-02,3.192553971936398088e-02,3.289291936002405881e-02,3.393431876464759328e-02,3.493819451006261595e-02,3.602573843594402553e-02,3.708963092782534277e-02,3.806738449590892776e-02,3.894312464471016977e-02,3.992313312255624247e-02,4.086358181846415361e-02,4.166843941755954406e-02,4.234169304411471851e-02,4.292624839330971831e-02,4.334787232694353037e-02,4.405717621135892687e-02,4.486361909668854647e-02,4.549055802903761297e-02,4.641462486689488381e-02,4.727108999093848629e-02,4.789011722191680726e-02,4.844343279873712660e-02,4.883201263501171785e-02,4.924251379357596353e-02,4.941147078426041256e-02,4.932036003067936936e-02,4.897188381716026384e-02,4.837477652707828507e-02,4.754376830134234011e-02,4.668825532428536040e-02,4.563332941444415286e-02,4.439935903490229568e-02,4.302925347451626997e-02,4.158892644906850983e-02,4.003152238991521117e-02,3.847897837255951498e-02,3.692835428073124038e-02,3.527647927027618285e-02,3.366129898215715344e-02,3.211386743232099578e-02,3.058388546883048301e-02,2.922727512129478025e-02,2.801146795612627707e-02,2.680881065015506756e-02,2.559607185257075854e-02,2.438223682343004101e-02,2.327279469979933249e-02,2.218356197897886073e-02,2.109748670885924771e-02,2.005885120108841582e-02,1.906737616940559418e-02,1.811403872595133274e-02,1.720747946469034992e-02,1.630992671287689530e-02,1.543197130662420959e-02,1.462148816017701768e-02,1.384485253533207678e-02,1.307259101569427373e-02,1.230707472716797979e-02,1.160192934959128862e-02,1.092153441168731975e-02,1.025321739371921025e-02,9.590324999534173209e-03,8.948761081776420226e-03,8.316388661318308353e-03,7.692071952748627366e-03,7.093603659024613067e-03,6.513325931728874973e-03,5.943137274301403018e-03,5.389605156574139508e-03,4.863979158666157515e-03,4.354929682996554717e-03,3.863915677563866009e-03,3.381429855682403004e-03,2.915339127409477364e-03,2.459485769304917049e-03,2.016348479455198038e-03,1.592765130095197094e-03,1.176622358383365950e-03
9.435746287735045923e-03,1.024604086931515425e-02,1.108790586876022208e-02,1.200627004752335449e-02,1.296030514035042581e-02,1.394858145620732001e-02,1.500889583599868474e-02,1.611562974180513752e-02,1.726253659736633195e-02,1.845226976197188173e-02,1.968351613392667690e-02,2.094925508076889847e-02,2.227260692908241205e-02,2.355523527500251457e-02,2.474060562494966725e-02,2.590443017355160624e-02,2.710769480447288923e-02,2.830858623235138483e-02,2.953665875856460732e-02,3.074347215719702708e-02,3.194357884661063601e-02,3.310116845212467129e-02,3.420316664871687895e-02,3.523600399819504930e-02,3.624354905421859480e-02,3.736701557868107870e-02,3.847167364961459612e-02,3.966918419735077778e-02,4.077800632605427245e-02,4.178028231941932624e-02,4.275095698399374727e-02,4.383569353937322860e-02,4.477544610804213426e-02,4.555448282713919772e-02,4.629954298523204087e-02,4.701354103963974879e-02,4.759982402441224891e-02,4.845673427957120777e-02,4.921310593202828099e-02,5.023826254103137129e-02,5.119878192526193528e-02,5.188493590627243218e-02,5.243692139113323436e-02,5.298216051391196196e-02,5.345305994912097347e-02,5.362782857967919592e-02,5.350172748490266555e-02,5.307687495482713708e-02,5.236299694575560076e-02,5.138363156874976162e-02,5.037372663140393669e-02,4.912934282313425466e-02,4.768098802166155503e-02,4.609404494647232481e-02,4.442096417811058212e-02,4.265066517658826911e-02,4.100788503079328545e-02,3.925563346444672919e-02,3.742347840886989935e-02,3.577947925595781342e-02,3.408727112882928983e-02,3.254532355140519334e-02,3.114159314683959470e-02,2.984747667943063801e-02,2.853312588223972865e-02,2.721113820190368404e-02,2.594556233142156568e-02,2.476391913552724103e-02,2.358245596043138589e-02,2.241480603686751144e-02,2.132270886351747205e-02,2.029058588035835206e-02,1.927524603772064887e-02,1.830521344720665439e-02,1.735497703087348145e-02,1.645061761140941686e-02,1.561560744432202892e-02,1.478413066793872986e-02,1.396562548308332222e-02,1.319250134637555034e-02,1.246353955081949162e-02,1.174565441105321177e-02,1.103299204458672855e-02,1.033875014918073793e-02,9.659300936528950748e-03,8.990221887351840940e-03,8.349038484934226054e-03,7.722697419601871199e-03,7.111004350749532479e-03,6.510524510844121517e-03,5.957575326818963062e-03,5.416157552627587357e-03,4.888952389166114493e-03,4.373186536601176948e-03,3.875494201324619463e-03,3.393217934563259701e-03,2.920459089184089183e-03,2.465444670257316458e-03,2.022226494700838685e-03,1.585822346220144537e-03
1.001397192747369158e-02,1.086570437231739079e-02,1.174683008876214671e-02,1.267834019577757619e-02,1.366534204262646879e-02,1.470999749518758261e-02,1.580880319668203152e-02,1.698434991674210512e-02,1.820681693612669072e-02,1.947630215665675096e-02,2.079943709208682476e-02,2.216914967708716322e-02,2.358730438273672764e-02,2.500290647721059925e-02,2.625673394493596019e-02,2.751208709947201500e-02,2.880621217029224676e-02,3.011985458513167374e-02,3.141864203312849657e-02,3.274806687720694526e-02,3.406684575712961432e-02,3.535823657248116786e-02,3.659256499812786612e-02,3.775417412452591187e-02,3.882721983656582665e-02,3.990486456461576209e-02,4.107636366370345793e-02,4.236075767771616679e-02,4.361690696870981765e-02,4.476335375800823829e-02,4.577836725372542992e-02,4.696099547197488816e-02,4.806123191540894596e-02,4.905097569107910727e-02,5.016873714645647686e-02,5.102424844809789334e-02,5.157495419870436471e-02,5.233643947736096869e-02,5.325741056698252152e-02,5.437765139907842216e-02,5.545050782727685423e-02,5.620680255644149026e-02,5.675673656734327860e-02,5.750679768000820785e-02,5.803015219515007816e-02,5.821286908894429679e-02,5.804708682284468596e-02,5.753342137040697024e-02,5.668230551146875157e-02,5.553355074034427297e-02,5.433631762889588185e-02,5.286756480969616312e-02,5.116689836130550867e-02,4.932967602013276637e-02,4.739123288444960919e-02,4.554178478679615089e-02,4.366110258749002215e-02,4.168441342037931124e-02,3.979706763579168860e-02,3.797799830416334621e-02,3.626216289747400540e-02,3.459694335842849328e-02,3.316780422350806834e-02,3.174971053126408177e-02,3.031358245547937508e-02,2.887337456806788813e-02,2.758585442329368476e-02,2.630141516648320035e-02,2.502077062275162231e-02,2.377952919501252066e-02,2.266225414545248659e-02,2.154839726325737809e-02,2.047260827773711434e-02,1.944346180500435006e-02,1.844787706770168595e-02,1.753320257353688238e-02,1.663738937723941921e-02,1.576731284703154420e-02,1.492473830942250661e-02,1.413079316390418103e-02,1.335878260341493914e-02,1.259153920223840366e-02,1.183866556532206342e-02,1.110747534118113229e-02,1.039107458481170095e-02,9.701360986674125234e-03,9.023738705850126510e-03,8.366300434885105483e-03,7.728799275876098614e-03,7.135329620697021709e-03,6.554769210917954329e-03,5.987449781737413240e-03,5.435050629307286267e-03,4.904895354440600395e-03,4.391986904561162586e-03,3.886465945794038545e-03,3.396546138625592629e-03,2.923630027663167742e-03,2.458144781088459317e-03,2.000527547760389338e-03
1.062255464754296823e-02,1.148969477715233549e-02,1.240690968837892399e-02,1.337707270866424908e-02,1.440061208597812926e-02,1.546374772612771689e-02,1.660746936963654330e-02,1.783987922963171241e-02,1.913675733358554884e-02,2.048643531823341954e-02,2.189029931193815087e-02,2.334519931860460154e-02,2.482680572023497623e-02,2.629002915612282248e-02,2.771759560326622282e-02,2.911789112265291898e-02,3.051720778655888158e-02,3.197454764281103951e-02,3.341959148233684257e-02,3.483914708280019812e-02,3.626643697305195757e-02,3.770791389249087550e-02,3.909220556290931431e-02,4.039964498999005366e-02,4.161203491107545033e-02,4.271150589034548861e-02,4.385851063375099251e-02,4.515093246206908911e-02,4.657009799369460357e-02,4.787823897158705738e-02,4.905175527738697000e-02,5.031432258157005760e-02,5.151057686144142750e-02,5.301180843044623475e-02,5.434786133305579553e-02,5.538403781691608047e-02,5.607387045835134087e-02,5.689345717664852364e-02,5.768853305851492919e-02,5.884326521550078959e-02,6.003266021368838801e-02,6.085926174261694493e-02,6.154416426352820463e-02,6.240221025993243631e-02,6.298992298338651485e-02,6.318682240865104716e-02,6.297966237943369849e-02,6.236605848311557732e-02,6.135668326870803713e-02,6.001233481601496444e-02,5.859550045985516958e-02,5.686251016048367996e-02,5.486565040742324290e-02,5.273992579759395616e-02,5.063368527648090534e-02,4.858153296010645633e-02,4.643394532197836488e-02,4.423130450404274411e-02,4.227139350900908921e-02,4.039918111728404981e-02,3.854488834735718406e-02,3.685236989911072625e-02,3.527204119963359141e-02,3.371699088655903676e-02,3.214785057617515485e-02,3.067290849064321576e-02,2.927855057954907234e-02,2.788315993769776083e-02,2.651468381809717403e-02,2.524893696405711846e-02,2.404070043441791996e-02,2.283921219296043692e-02,2.172647446753531164e-02,2.064988972533426254e-02,1.961242142448577433e-02,1.864704894122637749e-02,1.772347545806968530e-02,1.681406615118245101e-02,1.593682224432198605e-02,1.510582703919688755e-02,1.427877672098516217e-02,1.346074480215941026e-02,1.267247356421389963e-02,1.190454029614009500e-02,1.116130829889196152e-02,1.042767241204000175e-02,9.728292433359864849e-03,9.049523817604418485e-03,8.402910449899651801e-03,7.779129970778857553e-03,7.167216978591288423e-03,6.575603958035033426e-03,6.012096016410770072e-03,5.462415622110757853e-03,4.920756610105883437e-03,4.391944254421819606e-03,3.886370502401469487e-03,3.388913165382545674e-03,2.900081101539787095e-03,2.420281324888644021e-03
1.128324560278384792e-02,1.215088647546998246e-02,1.309025732642610240e-02,1.406949042368021811e-02,1.514611965934292530e-02,1.626692808795631232e-02,1.743592235518962724e-02,1.868403074943426889e-02,2.004720394245238999e-02,2.147481174298537798e-02,2.295638115257375017e-02,2.449025371143071991e-02,2.605095473324608307e-02,2.760391902146500792e-02,2.915538615600881539e-02,3.071686875048545637e-02,3.226780301711765220e-02,3.385784583939823594e-02,3.547016161979622828e-02,3.705891178250222268e-02,3.860702623356902785e-02,4.014576293562244214e-02,4.169898733626784676e-02,4.317043878950981711e-02,4.453914505740690782e-02,4.578470174542995097e-02,4.688790588660977227e-02,4.810030735136569535e-02,4.961471779563984136e-02,5.110002144176129663e-02,5.245067191647003607e-02,5.390658245653203590e-02,5.536899084964668621e-02,5.722593306835961624e-02,5.883406528088205856e-02,6.010510397270681093e-02,6.098891956855925778e-02,6.195750967902868139e-02,6.284069911639995898e-02,6.390511194670828177e-02,6.492987069608427420e-02,6.582328948778959354e-02,6.667275527951949110e-02,6.766265807058000070e-02,6.833417727032024824e-02,6.855881524338659772e-02,6.831419267133605200e-02,6.759263653938916983e-02,6.640467066972587096e-02,6.483838965667879095e-02,6.316711851487431806e-02,6.112405914460201928e-02,5.877887756193853758e-02,5.650087562047910461e-02,5.410722870337220103e-02,5.176203743175709915e-02,4.931461572167900043e-02,4.703626037280164013e-02,4.498449095318307611e-02,4.297354419362300199e-02,4.095895787936951887e-02,3.920208994523106255e-02,3.745207998907303798e-02,3.574607291336163312e-02,3.410123578937936106e-02,3.253964740731026678e-02,3.102099179669648085e-02,2.952901697443644294e-02,2.810156965415648925e-02,2.676208487433272623e-02,2.545613313310091108e-02,2.421596923925070644e-02,2.305028032410818065e-02,2.189021133888022219e-02,2.083231660722218229e-02,1.985101634016838562e-02,1.886890976156606337e-02,1.790270801574959589e-02,1.700160784326809962e-02,1.610913626579382404e-02,1.522451251655341370e-02,1.436737223867898955e-02,1.354340852991266740e-02,1.274110918114197341e-02,1.195190085691290142e-02,1.121003121936949010e-02,1.047709039905942406e-02,9.770411074956394937e-03,9.098798389629795397e-03,8.437159290595217659e-03,7.805913660777735741e-03,7.202587240459816867e-03,6.612241479798064599e-03,6.030607174704302569e-03,5.458579080082680800e-03,4.916724036717167422e-03,4.384020616882323626e-03,3.860792198024068540e-03,3.347512976134671327e-03,2.845953095888148141e-03
1.195454905048505372e-02,1.286991875791364606e-02,1.382065472893853272e-02,1.482478490102597836e-02,1.588525610192366780e-02,1.706126867662915297e-02,1.828951248026862084e-02,1.957527228619005202e-02,2.095688354426540265e-02,2.243977142705244621e-02,2.400342561684777262e-02,2.561866278181274340e-02,2.727532600657014278e-02,2.894586451344799069e-02,3.061375396083854811e-02,3.231834241615642173e-02,3.404182954835862501e-02,3.576571941078105638e-02,3.756528764389305969e-02,3.934477223659837292e-02,4.108468918995594743e-02,4.276247130677428981e-02,4.440792292899028298e-02,4.606226799644069780e-02,4.760445316194664850e-02,4.901100068484238320e-02,5.026034998850984620e-02,5.138924947585531144e-02,5.277242366066303703e-02,5.438984725043807117e-02,5.593167139920847408e-02,5.760025029787162881e-02,5.946701868559614579e-02,6.165052877005001986e-02,6.359269220216495766e-02,6.517210406858657545e-02,6.644384294182388573e-02,6.747426586668392456e-02,6.844821036490043864e-02,6.957524966690639689e-02,7.049772773528571734e-02,7.115332360225819219e-02,7.218415595846863764e-02,7.325352420077117788e-02,7.404112542445104306e-02,7.431922634084570101e-02,7.405019020246018935e-02,7.321753484288590075e-02,7.183227315379528410e-02,7.001978777579941082e-02,6.805910760910234558e-02,6.565362167034216601e-02,6.312433733483621690e-02,6.053378177506531926e-02,5.776154653359436703e-02,5.506422216053598329e-02,5.237679557864163837e-02,5.009334169675157961e-02,4.790498315981203681e-02,4.564891955237372623e-02,4.359522663421213501e-02,4.164180121438645910e-02,3.970260986741378645e-02,3.790120070261641244e-02,3.615892047387924552e-02,3.446215808658024266e-02,3.283750907713884476e-02,3.128185040542087736e-02,2.973496435349553060e-02,2.831659725601893413e-02,2.693091469292765647e-02,2.566972851905510028e-02,2.441090820315848509e-02,2.322496745689991288e-02,2.216852568555841702e-02,2.110779099186873078e-02,2.006702701592230284e-02,1.906267325580335292e-02,1.809884507357877731e-02,1.714095767430509967e-02,1.620695889047820554e-02,1.532223497928223918e-02,1.445471794077874371e-02,1.361994101462523504e-02,1.281747725157082914e-02,1.202424746662863857e-02,1.124940889937477845e-02,1.052473692061048523e-02,9.810573565700036677e-03,9.135256617342992283e-03,8.485772928149278721e-03,7.850326433401746268e-03,7.224339361585549457e-03,6.608880327209110637e-03,6.021830038422232995e-03,5.450159637251983380e-03,4.888919860159659028e-03,4.338666540380363423e-03,3.800228774363559932e-03,3.284329516621412644e-03
1.262302466051479048e-02,1.358727852608951001e-02,1.458449116608365008e-02,1.563277303801730717e-02,1.673077251719196426e-02,1.787061144306618596e-02,1.913478926803188762e-02,2.048225345046130255e-02,2.190822580266256481e-02,2.344436151856610015e-02,2.503919303118460823e-02,2.673555479512006866e-02,2.849618512236504198e-02,3.029322599055317075e-02,3.210971831363228918e-02,3.393498061685067124e-02,3.582995463790077800e-02,3.773801051473963525e-02,3.969907515226519384e-02,4.169098459338959478e-02,4.364607504426398082e-02,4.553744847096558024e-02,4.733564582655827579e-02,4.906798039092023084e-02,5.080032259035820175e-02,5.238121770455601844e-02,5.378621501719866443e-02,5.499493046609486152e-02,5.615106110472911638e-02,5.774089563921088603e-02,5.942954264735716280e-02,6.164035683388324055e-02,6.401408597260499489e-02,6.619822777540018688e-02,6.852826588028530785e-02,7.055986321537689732e-02,7.238673571832003606e-02,7.341400314741708399e-02,7.453497002316435138e-02,7.555925128535109780e-02,7.664052376882971029e-02,7.735539850569131404e-02,7.834306477883942743e-02,7.909717908911283180e-02,8.005346836655284626e-02,8.042964229788773789e-02,8.016285980292667257e-02,7.922106953521328154e-02,7.761896957813858855e-02,7.554011802123943020e-02,7.326321669777836887e-02,7.056061431576823861e-02,6.782501032805852981e-02,6.474990223574247916e-02,6.155038163954961589e-02,5.864271333286080051e-02,5.593768069198150339e-02,5.341183361599327606e-02,5.094040577422485894e-02,4.860902028337022590e-02,4.633505751007228890e-02,4.416317048060430794e-02,4.208347002418003080e-02,4.018933181302127011e-02,3.827671324006396564e-02,3.647011326787581720e-02,3.477733941903471404e-02,3.308281707076880102e-02,3.144429776235809632e-02,2.991769860473227072e-02,2.853007962940010481e-02,2.716517678286564652e-02,2.586917434922575768e-02,2.469620580635138729e-02,2.355112365111034986e-02,2.243072632415890957e-02,2.132996673107243404e-02,2.026608476974256848e-02,1.922788212183049530e-02,1.821035045406969172e-02,1.725759551233116765e-02,1.633082195311755941e-02,1.543605513189940173e-02,1.456621111005197526e-02,1.370573573963715201e-02,1.285970804856668981e-02,1.206956633905454518e-02,1.130282286812514005e-02,1.057327315892195481e-02,9.872482282247442564e-03,9.186864359892278620e-03,8.511511546546416881e-03,7.847709414428844996e-03,7.209841521481866189e-03,6.594959451187335821e-03,5.991585184242986112e-03,5.400374406821630523e-03,4.821826906723176119e-03,4.267968452319301394e-03,3.757695755597874766e-03
